7158760630000001e-24,320320005e-17,30812298749999997e-25,29953263000000003e-25,2927517375e-18,2867376e-15,28064425250000005e-25,274504645e-17,26850517749999997e-25,2623138525e-18,25590056e-16,249161365e-17,24155239500000004e-25,23257057749999997e-25,22226688025e-19,21065469175e-19,19777575199e-19,18305504575000005e-25,165579098e-17,14538763374999998e-25,12315350075e-19
-139328296e-17,-661282932575e-21,-6623723925e-19,-6792400125e-19,-69869947e-17,-7253219e-16,-7565344124999999e-25,-7907669200000001e-25,-8280478999999999e-25,-8672339024999999e-25,-90539391275e-20,-9457253025e-19,-9952546600000001e-25,-10577975099999999e-25,-113516884e-17,-12335551625e-19,-13568569275e-19,-14999276499999999e-25,-166004495e-17,-1843375875e-18,-20535782499999997e-25
-1122726525e-18,-5188978925e-19,-5281460875000001e-25,-550954255e-18,-5761235075e-19,-6053926525e-19,-63908761e-17,-6709522025000001e-25,-7009391e-16,-7310573249999999e-25,-7621548850000002e-25,-7989655749999999e-25,-8508025999999999e-25,-927925675e-18,-10301095399999999e-25,-11508872925e-19,-12800257e-16,-14163301999999999e-25,-15736695499999999e-25,-17594304250000001e-25,-1976596525e-18
880377425e-17,394592235e-17,3793438225e-18,36861480000000003e-25,36043454999999997e-25,35323351e-16,346011635e-17,33900633999999996e-25,332187385e-17,32537865500000003e-25,31838471000000006e-25,31116266999999993e-25,30309243000000007e-25,29364197e-16,28278940375e-19,27106091224999998e-25,25848019475e-19,24454987232499996e-25,227973948e-17,20780241924999996e-25,18457824774999997e-25
4723702900000001e-24,21478553000000002e-25,20704105999999995e-25,2012007575e-18,19660781749999997e-25,19233933499999997e-25,18773369500000003e-25,1830018875e-18,1781049125e-18,17296800025000001e-25,1675261575e-18,16157958075000001e-25,15449319250000002e-25,14600292399999999e-25,13612024975e-19,12511130225e-19,1133622935e-18,10086057700000003e-25,8645715925e-19,691015685e-18,482104585e-18
-9579363625e-19,-46676382e-17,-4633202125e-19,-4716604695e-19,-4804215025e-19,-4967088475e-19,-5221942325e-19,-55315503e-17,-5873919537499999e-25,-6273687950000001e-25,-671150865e-18,-721673285e-18,-78437199325e-20,-8613336500000001e-25,-9514647749999998e-25,-10526136749999999e-25,-11694466775e-19,-1300414375e-18,-14517727e-16,-16297517750000002e-25,-18368118000000001e-25
-40232811125000003e-26,-20364001000000003e-26,-22203408749999997e-26,-24737981500000003e-26,-26803035925e-20,-2900022825e-19,-31924675325000003e-26,-3526674225e-19,-38963351749999993e-26,-43162342500000006e-26,-476816865e-18,-5250251874999999e-25,-5819932949999999e-25,-6546895599999999e-25,-7462360549999999e-25,-8553963499999998e-25,-97575491e-17,-1103834025e-18,-1252818025e-18,-1430526725e-18,-16430193250000002e-25
9528307499999997e-25,468903865e-18,43444267500000003e-26,40089285000000003e-26,369466825e-18,334886565e-18,2980048625e-19,2589246275e-19,218036968975e-21,16946060265e-20,1105650578e-19,421494e-16,-3428346375000001e-26,-11846931935e-20,-20866425475000003e-26,-3023650875e-19,-40479289325e-20,-5220214175000001e-25,-6572146599999999e-25,-8255847375e-19,-10243943999999998e-25
-7616204300000001e-25,-37404486749999995e-26,-38203468749999997e-26,-40398717449999997e-26,-42757928e-17,-45720502750000004e-26,-4927383925e-19,-5297113300000001e-25,-564162345e-18,-5990470275e-19,-6342354525e-19,-6754977149999999e-25,-729084175e-18,-8073188999999999e-25,-9103573999999999e-25,-10327333e-16,-1162011125e-18,-13009369500000001e-25,-14574121499999999e-25,-16409266499999998e-25,-186087315e-17
-11220015924999999e-25,-5518054399999999e-25,-5529838025e-19,-5642174825e-19,-579450578e-18,-5996368084999998e-25,-62636425e-17,-6589159075e-19,-6939616305e-19,-7311229775e-19,-7688163150000001e-25,-8125725924999998e-25,-870721465e-18,-9487809824999999e-25,-10424293577500002e-25,-11424905875e-19,-12551202325e-19,-138830165e-17,-15536188e-16,-17498992750000001e-25,-1969973975e-18
6527410000000001e-25,3109785225e-19,27671317999999997e-26,246365323e-18,22214424400000002e-26,19260242575e-20,157808918e-18,12167336925000002e-26,83367407975e-21,394499575e-19,-14701284999999997e-27,-80532067e-18,-15569037499999997e-26,-23959471375e-20,-32943326999999996e-26,-4241038025e-19,-5309078874999999e-25,-6473479424999999e-25,-7842825550000001e-25,-95621229e-17,-1162291125e-18
16853410300000001e-25,715999075e-18,6692054e-16,6322090805e-19,60208918e-17,5731635300000001e-25,53985076e-17,5002431565e-19,45564502925000005e-26,40722922632499994e-26,3614623175e-19,315775585e-18,26400985e-17,19775763250000002e-26,11195424299999999e-26,12321666750000003e-27,-9903858000000001e-26,-227660035e-18,-379037113e-18,-55726147775e-20,-75905909e-17
6301641674999999e-24,28245146e-16,27183727e-16,2641251075e-18,25816015000000003e-25,25269137250000003e-25,24711317750000005e-25,2413408075e-18,23569250499999997e-25,22983001e-16,2236230525e-18,2169247475e-18,20910049749999994e-25,19949059025e-19,18820453775000003e-25,1751738015e-18,16116351224999998e-25,14640879625e-19,12994170247499999e-25,11129167075e-19,9048221249999999e-25
1318297415e-19,38192297500000004e-27,18548060250000006e-27,-1967343250000001e-27,-21440066500000002e-27,-45855248749999996e-27,-77620389e-18,-11563877075e-20,-15817342725e-20,-20593622900000003e-26,-26081831500000003e-26,-32305139250000004e-26,-393566634e-18,-473264115e-18,-5639191735e-19,-6627237025000001e-25,-76939509e-17,-8858187800000001e-25,-1026859975e-18,-11977076e-16,-1398228125e-18
335810564e-17,1489416775e-18,1422235025e-18,13703979250000001e-25,132991355e-17,12923454749999998e-25,12519155e-16,12093606999999999e-25,11664615224999998e-25,11212402685e-19,10728085950000002e-25,10175695649999999e-25,95274304175e-20,8742921205e-19,7840935692500001e-25,683429175e-18,56861666e-17,43198220750000005e-26,264361725e-18,6353203000000001e-26,-16339020249999996e-26
-334098665e-18,-1803111195e-19,-19924558724999996e-26,-22102727774999997e-26,-2358450625e-19,-25306034549999996e-26,-2810039225e-19,-31319145e-17,-34811118500000006e-26,-3891945349999999e-25,-43569924775e-20,-4880292875e-19,-54936183375e-20,-6239360325e-19,-71274727975e-20,-8169263655e-19,-9311699466999999e-25,-10562669505e-19,-12031543749999999e-25,-13789813500000001e-25,-15868976750000003e-25
55177890249999995e-25,2460424825e-18,2366816025e-18,22985861e-16,224549465e-17,21960949499999995e-25,21445326250000003e-25,209171575e-17,20381207e-16,19820098250000002e-25,1923470375e-18,1855702675e-18,1773304065e-18,16740611700000002e-25,1560295025e-18,1436709505e-18,13072775625e-19,1170040825e-18,10141772584999999e-25,8354983425e-19,6328755174999999e-25
-45534936500000005e-25,-207022915e-17,-20507077e-16,-20581189250000004e-25,-20709070749999997e-25,-2090027075e-18,-21204670000000005e-25,-21574149250000002e-25,-21999380500000004e-25,-2247247475e-18,-23003008500000003e-25,-235805485e-17,-24241923749999996e-25,-2505826475e-18,-2602729025e-18,-2712777775e-18,-2835194375e-18,-297253125e-17,-31370454500000002e-25,-3328107375e-18,-3547669425e-18
11680405395e-19,4983081225000001e-25,4575124475000001e-25,4253285775e-19,400344536275e-21,37588806250000004e-26,3461783295e-19,308212519975e-21,264000115e-18,2149870465e-19,16664443075e-20,1188890425e-19,6720528949999999e-26,59499675000000025e-28,-7036788500000001e-26,-1624034135e-19,-27571071749999996e-26,-41220593500000005e-26,-5740348100000001e-25,-7613573524999998e-25,-971129275e-18
7258818871000001e-24,323758805e-17,31119114999999995e-25,30247664250000006e-25,2957352275e-18,289629555e-17,28353281499999998e-25,27739734000000003e-25,27139895e-16,26516640500000004e-25,258810825e-17,252150755e-17,24459896499999996e-25,235590765e-17,225215714e-17,21368741975000004e-25,20088916524999997e-25,18630033025e-19,16880919025e-19,1485762655e-18,126083811975e-20
